train_size,train_score_mean,train_score_std,val_score_mean,val_score_std,gap_mean,gap_std
819,0.46495726495726497,0.005951676486912788,0.4625365853658536,0.01376405236179386,0.0024206795914113455,0.014995719069890369
1639,0.46259914582062234,0.007140324021148413,0.4626341463414634,0.012519015874943874,-3.5000520841044214e-05,0.014412147154538972
2459,0.45937372915819435,0.006768816029788743,0.4626341463414634,0.012707668175478158,-0.0032604171832690265,0.01439797558350428
3279,0.46203110704483075,0.008991216230090068,0.4623414634146341,0.013562028385174738,-0.00031035636980336623,0.01627177258987233
4099,0.46147840936813866,0.00674430130004987,0.4625365853658536,0.013614563361142891,-0.0010581759977149607,0.015193483324782002
4919,0.4641187233177475,0.0048125166022119316,0.4626341463414634,0.01316747927321208,0.0014845769762841243,0.014019373254786936
5739,0.4645757100540163,0.003981672861856511,0.4630243902439024,0.013583066758210421,0.0015513198101139158,0.01415462543965207
6559,0.4648269553285562,0.0027449983070411753,0.4630243902439024,0.013915355574380818,0.0018025650846538177,0.014183516364678761
7379,0.46442607399376606,0.0029254686468251708,0.4630243902439024,0.014051490253571759,0.001401683749863658,0.014352795725912748
8199,0.464568849859739,0.00314284637802783,0.46312195121951216,0.013830279138863871,0.0014468986402268458,0.014182880681116084
