Run,Iteration,Wavelength,Coefficient
408,1,375.59399,0.006290034610577191
408,1,385.26254,0.016761624523426714
408,1,394.93552,0.01809967430650448
408,1,404.61288,0.01880812320551064
408,1,423.98077,0.016649123653840636
408,1,453.06552,0.014027177253859024
408,1,462.7692,0.012146515777945144
408,1,491.90665,0.011241266227984272
408,1,511.35355,0.009737241411382823
408,1,521.08356,0.008783631125243139
408,1,550.30005,0.007579888941586155
408,1,608.8515,0.006627819485146538
408,1,654.7923,0.005296152209968314
408,1,684.19794,0.007219774943546837
408,1,937.0827,0.007264291999413003
408,1,956.38947,0.006353766755766398
408,1,1004.56531,0.004618739577711006
408,1,1033.40833,0.003875352196155793
408,1,1052.61096,0.0015521395370016663
408,1,1071.79272,0.0030907666730941195
408,1,1090.95361,0.0022033533232076376
408,1,1119.65601,0.0014999774919396366
408,1,1176.91992,0.0011764304607228613
408,1,1224.4967,0.0011425704995856266
408,1,1233.99646,0.0011110363752817863
408,1,1243.49097,0.0012621106491994827
408,1,1252.98022,0.0013298263967055253
408,1,1262.74573,0.0011463020621854726
408,1,1272.71826,0.0011045000721828123
408,1,1282.69055,0.0010792815555441264
408,1,1372.42993,0.0011874754213098805
408,1,1422.27673,0.0010680979504755499
408,1,1442.21375,0.0011417897066606096
408,1,1452.18188,0.0014897851979897236
408,1,1492.05212,0.0022206605124665936
408,1,1502.01904,0.00811681345528391
408,1,1551.85022,0.003871849630028623
408,1,1591.71082,0.002402714952926216
408,1,1601.67529,0.0019777047515713384
408,1,1631.5675,0.0014311988716506545
408,1,1641.53101,0.001831413281282506
408,1,1661.45752,0.0018211787260927056
408,1,1681.38293,0.0018182516762904853
408,1,1691.34534,0.0018086000693778134
408,1,1721.23096,0.0017613983994456519
408,1,1731.19238,0.0017015357532874998
408,1,1741.15344,0.0017315660191494714
408,1,1751.11438,0.001903180037675325
408,1,1761.07507,0.002006866842487559
408,1,1771.03552,0.0020610263501855876
408,1,1896.14148,0.002066633774791725
408,1,1906.19604,0.0021379589902477503
408,1,1926.29846,0.002220407136164812
408,1,1936.34607,0.002201116219594702
408,1,1946.39148,0.002433496244284729
408,1,1966.47534,0.002463986536193968
408,1,1976.51379,0.002026053805676124
408,1,1986.55005,0.002185855370519267
408,1,1996.58386,0.0024859060433109386
408,1,2006.61536,0.0031767829380381814
408,1,2016.64465,0.0014896121171748217
408,1,2026.67163,0.004141725472076719
408,1,2036.69617,0.004965607042887246
408,1,2046.71863,0.005049213518615038
408,1,2076.77173,0.004919038782205546
408,1,2086.78491,0.0045723251427452994
408,1,2096.79565,0.0042774229850346904
408,1,2106.8042,0.00398689691328364
