Run,Iteration,Wavelength,Coefficient
302,1,394.93552,0.007595939073440909
302,1,404.61288,0.009907028819857468
302,1,414.29462,0.020617346089401488
302,1,423.98077,0.051995349247466946
302,1,433.6713,0.055079562000148616
302,1,453.06552,0.05322114372883514
302,1,462.7692,0.05585045878072187
302,1,472.4773,0.03769457637526233
302,1,482.18976,0.022836755551599364
302,1,491.90665,0.018460657255719715
302,1,501.6279,0.016710559783580166
302,1,530.818,0.014634202407726355
302,1,540.5568,0.01456746297890339
302,1,703.77563,0.01251313971800888
302,1,723.3325,0.011629603818208534
302,1,733.1031,0.012684715177358858
302,1,742.8685,0.012495399561060855
302,1,791.61743,0.012171298113193472
302,1,830.52277,0.010983934042198065
302,1,849.94415,0.00951427204899502
302,1,1023.7992,0.007456896723756537
302,1,1033.4083,0.005547076570728949
302,1,1052.611,0.004459230439410413
302,1,1081.3757,0.003930850305706237
302,1,1138.7648,0.0034830552616216697
302,1,1176.9199,0.003368837021805163
302,1,1186.4458,0.003409528679212438
302,1,1214.9918,0.003332520130610275
302,1,1243.491,0.003044791740858987
302,1,1252.9802,0.0029370207553915447
302,1,1262.4644,0.002596396127321372
302,1,1262.7457,0.0024956608429563543
302,1,1282.6906,0.002634548565316159
302,1,1292.6625,0.0024818661734946645
302,1,1302.6343,0.002959399367446076
302,1,1312.6058,0.005097119284574857
302,1,1342.5189,0.009528568579349356
302,1,1442.2137,0.023182177919880278
302,1,1452.1819,0.034756058836790074
302,1,1462.1499,0.021783198363654586
302,1,1472.1176,0.018656400875315986
302,1,1482.085,0.01603993486077176
302,1,1502.019,0.006665577505886313
302,1,1511.9858,0.011519930800012313
302,1,1521.9523,0.012633313995196186
302,1,1531.9185,0.011312667306879121
302,1,1541.8845,0.010378454565573621
302,1,1551.8502,0.009168893236807604
302,1,1561.8157,0.006650564630643762
302,1,1571.781,0.006563773588027073
302,1,1581.746,0.0066721537501227115
302,1,1591.7108,0.006275742445495612
302,1,1601.6753,0.005707648231399168
302,1,1611.6396,0.00549225557846185
302,1,1621.6036,0.00577676194551009
302,1,1631.5675,0.005785163767346543
302,1,1641.531,0.0038268569885893597
302,1,1651.4944,0.0031067537782999994
302,1,1661.4575,0.002805660481861502
302,1,1671.4203,0.0032973598270546562
302,1,1681.3829,0.0011527076690441848
302,1,1691.3453,0.0012457062363518275
302,1,1711.2693,0.0014701347010489863
302,1,1721.231,0.0027203321524438173
302,1,1731.1924,0.006211271034358029
302,1,1741.1534,0.008278480403059417
302,1,1751.1144,0.010982880953137623
302,1,1761.0751,0.010545519011452236
302,1,1771.0355,0.009959453966323178
302,1,1936.3461,0.009354485316425031
302,1,1946.3915,0.008538349229038598
302,1,1996.5839,0.0078228077637429
302,1,2046.7186,0.007200733286620422
302,1,2096.7957,0.006477909729933769
302,1,2146.815,0.005987450724271461
302,1,2216.7454,0.006004493706440656
302,1,2226.726,0.005602748963917657
302,1,2256.6545,0.0045409645451112935
302,1,2266.6262,0.0032005981673037327
302,1,2276.5955,0.0012838387665984681
302,1,2286.5625,0.0011600418645435246
302,1,2306.4895,0.0013845120165660175
302,1,2316.4495,0.001589821686701531
302,1,2326.4072,0.002420620768412607
302,1,2336.3625,0.007273994157738651
302,1,2366.215,0.010511882396891482
302,1,2376.1611,0.010247895134352968
302,1,2386.1052,0.013224291499537268
302,1,2396.0466,0.011546318236645085
302,1,2405.986,0.013303228853356268
302,1,2415.923,0.01561008613467113
302,1,2425.8577,0.017087965155431276
302,1,2435.79,0.016473510441719665
302,1,2445.72,0.014473035576041978
302,1,2455.6477,0.009777322243042303
302,1,2465.5732,0.008419894557592868
302,2,394.93552,0.07604475243174733
302,2,404.61288,0.07473493738326367
302,2,414.29462,0.07073670066742832
302,2,423.98077,0.0701508531639523
302,2,453.06552,0.05552873936348438
302,2,462.7692,0.0325037864335346
302,2,482.18976,0.028315840752829273
302,2,491.90665,0.02395253592751354
302,2,733.1031,0.022355650988501848
302,2,742.8685,0.018481600054549782
302,2,791.61743,0.016221239260018644
302,2,1033.4083,0.01634460019097844
302,2,1081.3757,0.014145800199407999
302,2,1138.7648,0.04624775080902344
302,2,1186.4458,0.036664559133779355
302,2,1214.9918,0.04048994786531675
302,2,1243.491,0.03868181881957666
302,2,1262.7457,0.024842949773081786
302,2,1282.6906,0.01500201117058122
302,2,1302.6343,0.011000385196288112
302,2,1312.6058,0.01820494624986222
302,2,1442.2137,0.017014065199473717
302,2,1452.1819,0.014778984396010846
302,2,1462.1499,0.0135402554769099
302,2,1472.1176,0.007654795481948577
302,2,1482.085,0.021853976332106742
302,2,1511.9858,0.025336427283149422
302,2,1531.9185,0.02846630101603414
302,2,1541.8845,0.02862081571356136
302,2,1571.781,0.02292854949947578
302,2,1591.7108,0.021030055387545692
302,2,1601.6753,0.02157360671248264
302,2,1641.531,0.029383721339160153
302,2,1651.4944,0.030500126471315638
302,2,1721.231,0.028161806356493825
302,2,1731.1924,0.0260388384352405
302,2,1771.0355,0.013180344459575034
302,2,1946.3915,0.029522914626731338
302,2,1996.5839,0.045462100333303404
302,2,2256.6545,0.046166767080025005
302,2,2266.6262,0.04706143107701394
302,2,2276.5955,0.041412358362501026
302,2,2306.4895,0.029596462055024905
302,2,2316.4495,0.02826464831015417
302,2,2326.4072,0.02806346728041887
302,2,2336.3625,0.02819896648082134
302,2,2376.1611,0.028044129976925715
302,2,2396.0466,0.027809668184857333
302,2,2405.986,0.027398072454987744
302,2,2415.923,0.02721298986854297
302,2,2425.8577,0.025007533332176902
302,2,2435.79,0.02375434351618016
302,2,2445.72,0.02306244027465417
302,2,2455.6477,0.02233389141304671
302,2,2465.5732,0.022054212430543917
302,3,404.61288,0.10013743849084836
302,3,414.29462,0.09772826009542895
302,3,423.98077,0.0902474264322318
302,3,453.06552,0.0875778171437389
302,3,462.7692,0.03803070394669279
302,3,482.18976,0.032679406830466204
302,3,742.8685,0.0251673698938535
302,3,791.61743,0.020075031737353255
302,3,1214.9918,0.0502280530082473
302,3,1243.491,0.04886793243825199
302,3,1262.7457,0.03058582913100513
302,3,1452.1819,0.02692954026579542
302,3,1462.1499,0.02176335217862569
302,3,1472.1176,0.012812582038667152
302,3,1482.085,0.03882119403931924
302,3,1511.9858,0.04307312518131475
302,3,1541.8845,0.04292078740772483
302,3,1571.781,0.031584987668616685
302,3,1591.7108,0.042572752208110395
302,3,1641.531,0.040814349261090774
302,3,1731.1924,0.03750690884944343
302,3,1946.3915,0.03802781412113399
302,3,2266.6262,0.06728895646218475
302,3,2316.4495,0.06666496249135052
302,3,2326.4072,0.06650396813978142
302,3,2336.3625,0.061193452725253505
302,3,2376.1611,0.04165735970539088
302,3,2396.0466,0.04158677443885696
302,3,2425.8577,0.041492088897073925
302,3,2435.79,0.04069958563971649
302,3,2455.6477,0.03635468472002391
302,3,2465.5732,0.035354314376330874
302,4,404.61288,0.15019318511659172
302,4,423.98077,0.12902410566141126
302,4,462.7692,0.12088433253377603
302,4,482.18976,0.05884584816216365
302,4,791.61743,0.05269800568531791
302,4,1214.9918,0.045063078852419655
302,4,1243.491,0.05314115705296542
302,4,1452.1819,0.031248444215457524
302,4,1462.1499,0.09498346800111307
302,4,1472.1176,0.09693184620339614
302,4,1482.085,0.07950389681671721
302,4,1641.531,0.0936328851051812
302,4,1731.1924,0.09590517517097134
302,4,1946.3915,0.10080677177239102
302,4,2266.6262,0.08084328264636069
302,4,2326.4072,0.04864974038193781
302,4,2336.3625,0.04902384336180524
302,4,2376.1611,0.05297186032126036
302,4,2396.0466,0.048746728606929565
302,4,2425.8577,0.051174977614202005
302,4,2455.6477,0.016855172426973757
302,5,404.61288,0.22327312739791083
302,5,423.98077,0.18792915041126879
302,5,791.61743,0.06447416484530205
302,5,1214.9918,0.05115013967769927
302,5,1243.491,0.07339674893900977
302,5,1452.1819,0.10517309585594922
302,5,1462.1499,0.10709959775657438
302,5,1472.1176,0.15468445246831136
302,5,1482.085,0.15492269616185184
