Run,Iteration,Wavelength,Coefficient
268,1,394.93552,0.0011858433177360161
268,1,414.29462,0.0006632646832801034
268,1,462.7692,0.0011033770556867304
268,1,511.35355,0.0017449842957220402
268,1,530.81799,0.0018837160910446646
268,1,589.31677,0.0020415042129865732
268,1,608.8515,0.002094049849702604
268,1,647.97357,0.002208018834459642
268,1,667.56097,0.0021362302958619532
268,1,674.40125,0.002222029355598676
268,1,684.19794,0.0021573361927659726
268,1,693.98938,0.0016627460543086772
268,1,733.10309,0.0014078019928115378
268,1,772.13348,0.001915870752157831
268,1,781.87805,0.0021642360940509085
268,1,801.35156,0.001976448161735039
268,1,830.52277,0.0014485194089665868
268,1,985.31061,0.0011893725720187576
268,1,1004.56531,0.001424304136097679
268,1,1014.18488,0.001495740419666278
268,1,1110.09375,0.0014365822992764535
268,1,1148.3114,0.0013267215135967243
268,1,1233.99646,0.0012210953335279975
268,1,1252.98022,0.0011861865156360413
268,1,1262.46436,0.0011571503862812618
268,1,1262.74573,0.0011977604227356238
268,1,1272.71826,0.0012438687927955698
268,1,1282.69055,0.001170820963311725
268,1,1292.66248,0.0011325177304399865
268,1,1302.63428,0.0011132096126515705
268,1,1372.42993,0.0010766730045132116
268,1,1412.30786,0.0011162738990341925
268,1,1422.27673,0.0010661927286255628
268,1,1442.21375,0.0013356705639952652
268,1,1561.81567,0.0021231411052630603
268,1,1571.78101,0.0036171864426920524
268,1,1581.74597,0.0034209927305366757
268,1,1591.71082,0.002440673181092262
268,1,1641.53101,0.002114850070136518
268,1,1651.49438,0.001207626474578242
268,1,1661.45752,0.0019382334997414047
268,1,1701.30737,0.0019226846749665874
268,1,1731.19238,0.0019196600754369977
268,1,1741.15344,0.0019045052525688924
268,1,1751.11438,0.0018486887388143376
268,1,1906.19604,0.0016968613142827266
268,1,1916.24841,0.0018124452532066505
268,1,1926.29846,0.0019045562794856104
268,1,1936.34607,0.0019105757857552034
268,1,1946.39148,0.0019597567329047803
268,1,1956.43457,0.002006590485165407
268,1,1976.51379,0.0020719205000986874
268,1,1986.55005,0.0021234892834694824
268,1,1996.58386,0.0017876636127865933
268,1,2006.61536,0.0016701444335590638
268,1,2016.64465,0.0015975933346884523
268,1,2036.69617,0.001169437178170142
268,1,2056.73877,0.002106707776218647
268,1,2066.75635,0.0022467683941825812
268,1,2096.79565,0.00260384304402615
268,1,2106.8042,0.0009343132484913282
268,1,2116.8103,0.0019342066010565788
268,1,2126.81421,0.003075285682662813
268,1,2136.81567,0.0035169682024594065
268,1,2146.81494,0.00326438255998761
268,1,2156.81201,0.0031996789730016984
268,1,2166.80664,0.0030820481838374834
268,1,2176.79907,0.00291712476010305
268,1,2186.78906,0.002884172501175961
268,1,2196.77661,0.0027764254911097964
268,1,2206.76221,0.0026116931406528826
268,1,2216.74536,0.0025522329068223487
268,1,2226.72607,0.002384640304987135
268,1,2236.70459,0.0019681760996041694
268,1,2246.68066,0.001225738381313264
