Run,Iteration,Wavelength,Coefficient
270,1,375.59399,0.0060177690373769965
270,1,414.29462,0.01527871366138465
270,1,423.98077,0.016404357374797625
270,1,491.90665,0.01742097023290643
270,1,511.35355,0.015869335070418912
270,1,628.40375,0.013523424363017024
270,1,674.40125,0.011995729945908704
270,1,684.19794,0.011226635857517002
270,1,693.98938,0.010482361069297425
270,1,703.77563,0.00985337306856811
270,1,713.55664,0.00891063023542444
270,1,811.08051,0.008255553500469972
270,1,917.75507,0.007155886632522595
270,1,994.94055,0.009430202049995676
270,1,1004.56531,0.00911676756955965
270,1,1014.18488,0.007970206979740428
270,1,1023.79919,0.0058591845904309905
270,1,1033.40833,0.005019873670617365
270,1,1052.61096,0.001771770640100095
270,1,1119.65601,0.0027046251291095976
270,1,1148.3114,0.002391164989973469
270,1,1157.85278,0.002367457560375441
270,1,1167.38904,0.0029284357902999185
270,1,1176.91992,0.0028608587297189016
270,1,1205.48169,0.0024936262616908726
270,1,1214.99182,0.0012952991432869166
270,1,1252.77295,0.0013834731485034956
270,1,1262.74573,0.0012192223512616813
270,1,1272.71826,0.0011540482511709247
270,1,1282.69055,0.001060453890991975
270,1,1292.66248,0.0024629586697939567
270,1,1412.30786,0.001050130305346479
270,1,1422.27673,0.002195697978619548
270,1,1432.24536,0.0020251246736871075
270,1,1442.21375,0.0032044140581758336
270,1,1472.11755,0.008115693789029446
270,1,1511.98584,0.007892185599846216
270,1,1521.95227,0.006062174267921177
270,1,1581.74597,0.004897379961715126
270,1,1591.71082,0.001576773106513114
270,1,1611.63965,0.0041485394314999
270,1,1631.5675,0.003933428970160637
270,1,1641.53101,0.0035418243046352197
270,1,1651.49438,0.0033963201375132638
270,1,1661.45752,0.0024163363268913792
270,1,1681.38293,0.0019292830331193527
270,1,1691.34534,0.0018804917969583311
270,1,1711.26929,0.003064241926611159
270,1,1721.23096,0.0029000001121689883
270,1,1731.19238,0.00291930349172429
270,1,1741.15344,0.0026144476337494663
270,1,1751.11438,0.002632601264750405
270,1,1761.07507,0.0027232283285754787
270,1,1926.29846,0.0019863453613140395
270,1,1936.34607,0.0020087385631719773
270,1,1956.43457,0.0021819570017462663
270,1,1976.51379,0.0048306938952258375
270,1,1996.58386,0.0032530309937897654
270,1,2006.61536,0.003475694250009336
270,1,2026.67163,0.0042656530927849354
270,1,2036.69617,0.0032446869712273144
270,1,2046.71863,0.00411277241198425
270,1,2056.73877,0.004966371337759498
270,1,2076.77173,0.005130288119962806
270,1,2106.8042,0.004575789110648571
270,1,2116.8103,0.00442840281310232
270,1,2126.81421,0.004011077956406377
270,1,2136.81567,0.003707908947828446
270,1,2146.81494,0.0035271687985859806
270,1,2156.81201,0.0036730462341531614
270,1,2166.80664,0.003685046788013566
270,1,2176.79907,0.004165902916742034
270,1,2186.78906,0.004196791144773553
270,1,2196.77661,0.0032005051530958743
270,1,2206.76221,0.006603845305237934
270,1,2216.74536,0.006258476887817695
270,1,2226.72607,0.004216762592157128
270,1,2236.70459,0.004842382689633107
270,1,2246.68066,0.006413848812908229
270,1,2256.65454,0.008326990992535173
270,1,2266.62622,0.015439228202516567
270,1,2286.5625,0.01806492886780843
270,1,2296.5271,0.02230724437665295
270,1,2326.40723,0.021303744487092324
270,1,2346.31567,0.026383740179499862
270,1,2366.21509,0.025062588425560833
270,1,2376.16113,0.019798482294240208
270,1,2386.10522,0.007736645566847977
270,1,2396.04663,0.006274401954597508
270,1,2405.98608,0.005296511370871525
270,1,2425.85767,0.01830776368942357
270,1,2435.79004,0.020483586149894945
270,2,414.29462,0.03522592918505707
270,2,423.98077,0.03159804827651243
270,2,1033.40833,0.027997576499248368
270,2,1119.65601,0.02040942472824281
270,2,1157.85278,0.017376896568531912
270,2,1176.91992,0.0036146098116709787
270,2,1214.99182,0.00493011079368097
270,2,1252.77295,0.011076941195346132
270,2,1272.71826,0.021734474447638905
270,2,1292.66248,0.014102870878187436
270,2,1412.30786,0.011332585100118819
270,2,1422.27673,0.007646382643173253
270,2,1432.24536,0.010735599520687339
270,2,1442.21375,0.010427244424813655
270,2,1631.5675,0.010551802534305923
270,2,1641.53101,0.011154408792545485
270,2,1661.45752,0.011388273914930296
270,2,1741.15344,0.01207248719579514
270,2,1751.11438,0.009838469265809446
270,2,1761.07507,0.036385270727814625
270,2,1926.29846,0.028653357028506084
270,2,1976.51379,0.040315368485289084
270,2,2006.61536,0.037239187201692565
270,2,2026.67163,0.03316465076199266
270,2,2116.8103,0.009261311257278564
270,2,2126.81421,0.03035895155355485
270,2,2136.81567,0.03873942007118858
270,2,2146.81494,0.07209134461751743
270,2,2156.81201,0.08030079378860264
270,2,2166.80664,0.09434146768795626
270,2,2176.79907,0.09069585464987276
270,2,2186.78906,0.13391512718985518
270,2,2196.77661,0.2846284252491693
270,2,2206.76221,0.15490289062305435
270,2,2226.72607,0.21339495987653706
270,2,2236.70459,0.00653538959970216
270,2,2246.68066,0.006714498806725886
270,2,2256.65454,0.007294798241816766
270,2,2296.5271,0.010920178408871013
270,2,2366.21509,0.011647134760288155
270,2,2386.10522,0.013739810296531504
270,2,2435.79004,0.01520641571590095
270,3,1252.77295,0.06324036656143928
270,3,1412.30786,0.0560820237085687
270,3,1432.24536,0.023464438505881452
270,3,1442.21375,0.06864596082351362
270,3,1741.15344,0.0443605867601618
270,3,1751.11438,0.03744404967967439
270,3,1761.07507,0.03552154525296054
270,3,1926.29846,0.04749153524697028
270,3,1976.51379,0.1610125548179758
270,3,2006.61536,0.16774663641737733
270,3,2126.81421,0.21989810441502036
270,3,2136.81567,0.42977111453302896
270,3,2146.81494,0.259943134579913
