Run,Iteration,Wavelength,Coefficient
213,1,375.59399,0.007499868340186418
213,1,385.26254,0.016009305964922137
213,1,657.76508,0.017426774634619516
213,1,693.98938,0.0183886531232895
213,1,703.77563,0.016370354981360084
213,1,713.55664,0.014251842887409659
213,1,742.86853,0.012479018854475053
213,1,772.13348,0.011570360379717197
213,1,859.64709,0.010712906642152995
213,1,917.75507,0.010246552133501202
213,1,946.73871,0.009242807373067173
213,1,1033.40833,0.008537320580611954
213,1,1043.01221,0.007455150858728218
213,1,1052.61096,0.009864372703053424
213,1,1062.20447,0.009518207361652205
213,1,1090.95361,0.008319961936740302
213,1,1129.21301,0.006269421358293758
213,1,1148.3114,0.0054131519064163115
213,1,1176.91992,0.0018376805403327121
213,1,1195.96631,0.0031258081296407164
213,1,1205.48169,0.0026401375991407204
213,1,1233.99646,0.0024494550684554164
213,1,1243.49097,0.0030072478595168416
213,1,1262.46436,0.002805177958982458
213,1,1252.77295,0.0024257432449312547
213,1,1262.74573,0.0013105935058115076
213,1,1272.71826,0.0015230955075151344
213,1,1282.69055,0.001419512133189308
213,1,1292.66248,0.0013310605953967874
213,1,1302.63428,0.0010803394614492168
213,1,1392.36938,0.002444726895787951
213,1,1402.33875,0.0010693873775265408
213,1,1422.27673,0.0020807893365246575
213,1,1432.24536,0.0018823958862856907
213,1,1442.21375,0.002993179309833659
213,1,1462.1499,0.008143155842972314
213,1,1472.11755,0.008742518065260831
213,1,1541.88452,0.006491537501014784
213,1,1571.78101,0.005157163552838474
213,1,1591.71082,0.001385871642521185
213,1,1671.42029,0.0041962931173798144
213,1,1721.23096,0.004112445077388335
213,1,1731.19238,0.003663135564312912
213,1,1741.15344,0.0034419592466489145
213,1,1751.11438,0.002633589491174544
213,1,1926.29846,0.002191907926920484
213,1,1936.34607,0.0020066628213281264
213,1,1946.39148,0.0031173774431256882
213,1,1966.47534,0.002903192241098143
213,1,1986.55005,0.0029377688126486366
213,1,1996.58386,0.0027059649797270364
213,1,2006.61536,0.0026425924571801805
213,1,2026.67163,0.0028339858730903897
213,1,2056.73877,0.0020087751118175305
213,1,2066.75635,0.002174550861976409
213,1,2076.77173,0.002182096337265526
213,1,2096.79565,0.004664818573572209
213,1,2106.8042,0.0032170871240105206
213,1,2116.8103,0.0035066009297004337
213,1,2126.81421,0.004358910658117278
213,1,2136.81567,0.004093178837441681
213,1,2146.81494,0.003942847047105363
213,1,2156.81201,0.005216479802695943
213,1,2166.80664,0.005286336288020997
213,1,2176.79907,0.0049889467768460365
213,1,2186.78906,0.004608314784895781
213,1,2196.77661,0.004227770936204743
213,1,2206.76221,0.004034171674903885
213,1,2216.74536,0.003941776992440831
213,1,2226.72607,0.004137253957277885
213,1,2236.70459,0.004120739969674703
213,1,2246.68066,0.004300433431998399
213,1,2256.65454,0.004546766046993096
213,1,2266.62622,0.0032764467232405826
213,1,2316.44946,0.0070632256078313835
213,1,2326.40723,0.006800328067883005
213,1,2346.31567,0.004168938912421325
213,1,2356.2666,0.004845929648780752
213,2,375.59399,0.038935475362933604
213,2,385.26254,0.04249693431463836
213,2,1176.91992,0.004677339627400481
213,2,1262.46436,0.019071309264007012
213,2,1262.74573,0.01266097755694138
213,2,1272.71826,0.01006971717287911
213,2,1282.69055,0.008590650667845865
213,2,1292.66248,0.006292155203775317
213,2,1402.33875,0.006263559437583223
213,2,1422.27673,0.012138339718381071
213,2,1432.24536,0.014863158516071527
213,2,1442.21375,0.012806992686979468
213,2,1671.42029,0.012604351329326878
213,2,1731.19238,0.010943567337929921
213,2,1741.15344,0.015593614413225649
213,2,1751.11438,0.012268351544119637
213,2,1926.29846,0.04865066773163902
213,2,1946.39148,0.03321769930024049
213,2,1986.55005,0.031034884124220504
213,2,2006.61536,0.012034646473015708
213,2,2026.67163,0.011352506389471296
213,2,2106.8042,0.03780646820514616
213,2,2126.81421,0.03761444239945661
213,2,2136.81567,0.047818559809275504
213,2,2146.81494,0.04463079558708932
213,2,2156.81201,0.08650853373201246
213,2,2166.80664,0.0981158899140081
213,2,2176.79907,0.11393749948227042
213,2,2196.77661,0.10144546639536137
213,2,2206.76221,0.06346054005377594
213,2,2216.74536,0.019070966219420435
213,2,2226.72607,0.021174011915521058
213,2,2246.68066,0.29932535897919377
213,2,2266.62622,0.16374090637280986
213,2,2316.44946,0.2144064250890581
213,2,2346.31567,0.010477793712313246
213,3,375.59399,0.058928043306209855
213,3,1176.91992,0.06281358295928072
213,3,1262.74573,0.03556977145457934
213,3,1282.69055,0.04342161072420175
213,3,1422.27673,0.10841011154217388
213,3,1432.24536,0.12940603279976115
213,3,1442.21375,0.15747423398381205
213,3,1741.15344,0.15197419455837025
213,3,1751.11438,0.051922435231078215
213,3,1926.29846,0.6117367562264718
213,3,1946.39148,0.3475330270020286
213,3,1986.55005,0.4378411343626618
213,3,2006.61536,0.04860295895880863
213,3,2026.67163,0.09617931306951008
213,3,2106.8042,0.4047448358370558
213,3,2126.81421,0.13717441809538333
213,3,2136.81567,0.2937219216382314
213,3,2146.81494,0.49384140934466636
213,3,2166.80664,0.08564454950838617
213,3,2176.79907,0.25749230062903117
213,3,2196.77661,0.09798858428669896
213,3,2216.74536,0.12505536337939277
213,3,2226.72607,0.17461871220776556
213,3,2246.68066,0.14913050120795934
213,3,2266.62622,0.23004106480108918
213,4,1262.74573,0.08778519173309535
213,4,1422.27673,0.04052396705416463
213,4,1432.24536,0.18335015757431983
213,4,1741.15344,0.25708737056910275
213,4,1751.11438,0.6048534373482737
213,4,1926.29846,0.44282164002994634
213,4,1946.39148,0.4450060649199204
213,4,2006.61536,0.6480547885500973
213,4,2106.8042,0.22549004562999114
213,4,2166.80664,0.37642687886577686
213,4,2176.79907,0.5145033347805619
213,4,2216.74536,0.11701859296104666
213,4,2226.72607,0.2934415552309439
213,4,2246.68066,0.13925751082848575
213,4,2266.62622,0.1872808627219466
213,5,1262.74573,0.3093037325964855
213,5,1422.27673,0.7780096597928507
213,5,1432.24536,0.5594099767843674
213,5,1741.15344,1.324234127340161
213,5,1751.11438,0.30411524968168696
213,5,1926.29846,0.44351855276631835
213,5,1946.39148,0.7319194404743885
213,5,2006.61536,0.2834864465397442
213,5,2106.8042,0.340680857996171
213,5,2176.79907,0.6768812105648071
213,5,2266.62622,0.6068450771517776
213,6,1262.74573,0.31324310039885866
213,6,1422.27673,1.157261751417928
213,6,1741.15344,0.5786019034639855
213,6,1926.29846,1.578450512546611
213,6,2106.8042,0.32837490486212595
213,6,2176.79907,0.3392565192581868
213,7,1262.74573,0.3901949348928337
213,7,1422.27673,1.4017087625179596
213,7,1741.15344,1.4689403836904067
213,7,2176.79907,1.2767801070025104
213,8,1262.74573,0.6388389314197399
213,8,1422.27673,1.3993351325955352
213,8,1741.15344,2.2075360115277594
213,8,2176.79907,2.3597263434061615
213,9,1741.15344,0.584062251173978
213,10,1741.15344,2.432464676929407
213,11,1741.15344,2.461968349747181
213,12,1741.15344,2.506307609939931
213,13,1741.15344,2.4842224146176557
213,14,1741.15344,2.5404765964704183
213,15,1741.15344,2.4028718990240305
213,16,1741.15344,2.456010220134317
213,17,1741.15344,2.441369435332429
213,18,1741.15344,2.4938660893889693
213,19,1741.15344,2.4537900872642133
213,20,1741.15344,2.5323241727932047
213,21,1741.15344,2.516162200754546
213,22,1741.15344,2.4431022689385484
213,23,1741.15344,2.499082197786568
213,24,1741.15344,2.484462137781577
213,25,1741.15344,2.4698556460808945
213,26,1741.15344,2.438390967360241
213,27,1741.15344,2.4654534142357685
213,28,1741.15344,2.499192685608344
213,29,1741.15344,2.5040603690369068
213,30,1741.15344,2.46160813278678
213,31,1741.15344,2.540748714758559
213,32,1741.15344,2.4557576654624595
213,33,1741.15344,2.445876821165798
213,34,1741.15344,2.478033137689726
213,35,1741.15344,2.491237360123348
213,36,1741.15344,2.5130853189191216
213,37,1741.15344,2.4393575450300515
213,38,1741.15344,2.449723529585324
213,39,1741.15344,2.4166528402801
213,40,1741.15344,2.4804818622634843
213,41,1741.15344,2.4378579599996906
213,42,1741.15344,2.5044424582248945
213,43,1741.15344,2.4442566310795106
213,44,1741.15344,2.4660059804626178
213,45,1741.15344,2.442800021320033
213,46,1741.15344,2.5441372895136665
213,47,1741.15344,2.4917551478605207
213,48,1741.15344,2.466981980611852
213,49,1741.15344,2.4507273648735075
213,50,1741.15344,2.495409205595984
213,51,1741.15344,2.441201388628989
213,52,1741.15344,2.4536842420798193
213,53,1741.15344,2.484963556901867
213,54,1741.15344,2.4690332571192677
213,55,1741.15344,2.460602477917975
213,56,1741.15344,2.437023477665527
213,57,1741.15344,2.4365142161217523
213,58,1741.15344,2.4816180577813114
213,59,1741.15344,2.4496713066276357
213,60,1741.15344,2.543290290414335
213,61,1741.15344,2.49646264121389
213,62,1741.15344,2.44544467301262
213,63,1741.15344,2.4926584900856374
213,64,1741.15344,2.4585968063742296
213,65,1741.15344,2.480729755472483
213,66,1741.15344,2.5054582909415526
213,67,1741.15344,2.4788155004264008
213,68,1741.15344,2.4442184049409708
213,69,1741.15344,2.4549984024955673
213,70,1741.15344,2.483648952837135
213,71,1741.15344,2.5247633867016823
213,72,1741.15344,2.4367655485344955
213,73,1741.15344,2.4948453822040086
213,74,1741.15344,2.444345025451166
213,75,1741.15344,2.4765264173836066
213,76,1741.15344,2.5580437738131154
213,77,1741.15344,2.4697942074726873
213,78,1741.15344,2.4853576352343776
213,79,1741.15344,2.5029152658193885
213,80,1741.15344,2.4503821308513
213,81,1741.15344,2.4850213379410357
213,82,1741.15344,2.4883213799636206
213,83,1741.15344,2.4137043234399496
213,84,1741.15344,2.4881312381768668
213,85,1741.15344,2.501216450509747
213,86,1741.15344,2.4471164322545844
213,87,1741.15344,2.4426854284077955
213,88,1741.15344,2.459436164537524
213,89,1741.15344,2.443455264059526
213,90,1741.15344,2.4401673923502227
213,91,1741.15344,2.4481966777962834
213,92,1741.15344,2.4626055007446457
213,93,1741.15344,2.477401224246485
213,94,1741.15344,2.448944226815456
213,95,1741.15344,2.417018479931402
213,96,1741.15344,2.4552820363542343
213,97,1741.15344,2.4705973407491926
213,98,1741.15344,2.4742100328354812
213,99,1741.15344,2.499377611692747
213,100,1741.15344,2.4442613503319084
